,highway,side,between,time,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash
10,Balliol Street,North,A point 16 metres west of Forsyth Road and Forsyth Road,Anytime,A point 16 metres west of Forsyth Road , Forsyth Road,43.70032800000001,-79.3818315,43.700319000000015,-79.3818315,43.700319000000015,-79.3818315,dpz89e7
11,Balliol Street,North,A point 173 metres east of the east branch of Mount Pleasant Road and a point 15 metres east thereof,Anytime,A point 173 metres east of the east branch of Mount Pleasant Road , a point 15 metres east thereof,43.7303548803299,-79.39835955109366,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
12,Balliol Street,North,A point 226 metres east of the east branch of Mount Pleasant Road and a point 17 metres east thereof,Anytime,A point 226 metres east of the east branch of Mount Pleasant Road , a point 17 metres east thereof,43.7303548803299,-79.39835955109366,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
13,Balliol Street,North,A point 274 metres east of the east branch of Mount Pleasant Road and a point 16 metres east thereof,Anytime,A point 274 metres east of the east branch of Mount Pleasant Road , a point 16 metres east thereof,43.7303548803299,-79.39835955109366,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
14,Balliol Street,North,A point 34 metres east of Forman Avenue and a point 17 metres east thereof,Anytime,A point 34 metres east of Forman Avenue , a point 17 metres east thereof,43.70065199999999,-79.380243,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
15,Balliol Street,North,A point 56 metres east of Forsyth Road and a point 12 metres east thereof,Anytime,A point 56 metres east of Forsyth Road , a point 12 metres east thereof,43.70032800000001,-79.3818315,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
16,Balliol Street,North,A point 84 metres east of the east branch of Mount Pleasant Road and a point 10 metres east thereof,Anytime,A point 84 metres east of the east branch of Mount Pleasant Road , a point 10 metres east thereof,43.699365000000014,-79.3863225,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
17,Balliol Street,North,Cleveland Street and a point 20 metres east,Anytime,Clevel, Street ,43.701228000000015,-79.377624,43.6996306842432,-79.38509544891136,43.6996306842432,-79.38509544891136,dpz89e3
18,Balliol Street,North,Forman Avenue and a point 15 metres east,Anytime,Forman Avenue , a point 15 metres east,43.70065199999999,-79.380243,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
19,Balliol Street,North,Forsyth Road and a point 11 metres east,Anytime,Forsyth Road , a point 11 metres east,43.700319000000015,-79.3818315,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
20,Balliol Street,North,Martin Road and a point 20 metres east,Anytime,Martin Road , a point 20 metres east,43.701003000000014,-79.3785735,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
22,Balmoral Avenue,South,Yonge Street and a point 61 metres west,Anytime,Yonge Street , a point 61 metres west,43.685846999999995,-79.3931625,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
23,Balmoral Avenue,South,A point 29.9 metres west of Yonge Street and a point 91.4 metres west of Yonge Street,Anytime,A point 29.9 metres west of Yonge Street , a point 91.4 metres west of Yonge Street,43.685846999999995,-79.3931625,43.685846999999995,-79.3931625,43.685846999999995,-79.3931625,dpz892g
24,Balsam Avenue,East,Kingston Road and a point 38.1 metres south,Anytime,Kingston Road , a point 38.1 metres south,43.680348,-79.2891855,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
25,Balsam Avenue,West,Kingston Road and a point 50 metres south,Anytime,Kingston Road , a point 50 metres south,43.680348,-79.2891855,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
26,Bartlett Avenue,East,A point 178 metres north of Bloor Street West and a point 40 metres further north,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",A point 178 metres north of Bloor Street West , a point 40 metres further north,43.660386,-79.43289750000001,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
27,Bartlett Avenue,West,Hallam Street and a point 15 metres north,Anytime,Hallam Street , a point 15 metres north,43.66637100000001,-79.435386,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
28,Bartlett Avenue,West,A point 135 metres north of Hallam Street and a point 15 metres further north,Anytime,A point 135 metres north of Hallam Street , a point 15 metres further north,43.66637100000001,-79.435386,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
29,Bathurst Street,Both,Queens Quay West and Lake Shore Boulevard West,Anytime,Queens Quay West , Lake Shore Boulevard West,43.63564500000001,-79.3983015,43.636509000000004,-79.399584,43.636509000000004,-79.399584,dpz81py
30,Bay Street,East,Cumberland Street and Davenport Road,Anytime,Cumberl, Street ,43.67055600000002,-79.3898325,43.671406114220744,-79.39020484129829,43.671406114220744,-79.39020484129829,dpz83qj
32,Bay Street,West,A point 30.5 metres north of Lake Shore Boulevard West and Front Street West,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except  public holidays",A point 30.5 metres north of Lake Shore Boulevard West , Front Street West,43.64205299999999,-79.377462,43.646022,-79.3791405,43.646022,-79.3791405,dpz839t
33,Bay Street,West,A point 44.8 metres south of Yorkville Avenue and a point 14.4 metres south of Yorkville Avenue,Anytime,A point 44.8 metres south of Yorkville Avenue , a point 14.4 metres south of Yorkville Avenue,43.671357,-79.39018349999999,43.671357,-79.39018349999999,43.671357,-79.39018349999999,dpz83qj
34,Bay Street,West,A point 74.7 metres south of Hagerman Street and a point 123.3 metres further south,"7:00 a.m. to 7:00 p.m., Mon. to Fri., except public holidays",A point 74.7 metres south of Hagerman Street , a point 123.3 metres further south,43.654221,-79.38315,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
35,Bay Street,West,Lake Shore Boulevard West and a point 30.5 metres north,Anytime,Lake Shore Boulevard West , a point 30.5 metres north,43.64205299999999,-79.377462,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
36,Bay Street,West,Queen Street West and Front Street West,"7:00 a.m. to 7:00 p.m., Mon. to Fri., except public holidays",Queen Street West , Front Street West,43.651881,-79.38167399999999,43.646022,-79.3791405,43.646022,-79.3791405,dpz839t
37,Bay Street,West,A point 44.8 metres south of Yorkville Avenue and Cumberland Street,Anytime,A point 44.8 metres south of Yorkville Avenue , Cumberl,43.671357,-79.39018349999999,43.67055600000002,-79.3898325,43.67055600000002,-79.3898325,dpz83my
38,Bay Street,West,A point 14.4 metres south of Yorkville Avenue and Davenport Road,Anytime,A point 14.4 metres south of Yorkville Avenue , Davenport Road,43.671357,-79.39018349999999,43.673120999999995,-79.39071,43.673120999999995,-79.39071,dpz83qm
39,Bay Street,West,Queen Street West and a point 85.3 metres north,Anytime,Queen Street West , a point 85.3 metres north,43.651881,-79.38167399999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
40,Beatrice Street,East,College Street and a point 54 metres south,Anytime,College Street , a point 54 metres south,43.655148,-79.417044,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
41,Beatrice Street,West,College Street and a point 61 metres south,Anytime,College Street , a point 61 metres south,43.655148,-79.417044,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
42,Beaty Avenue,Both,Queen Street West and a point 32 metres south,"Anytime, except 9:00 a.m. to 2:00 p.m., on Sun.",Queen Street West , a point 32 metres south,43.63969500000001,-79.44116849999999,43.638048252642456,-79.44054187937822,43.638048252642456,-79.44054187937822,dpz8221
44,Bellair Street,East,Bloor Street West and a point 15 metres north,Anytime,Bloor Street West , a point 15 metres north,43.66946700000001,-79.39061099999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
45,Bellair Street,East,Cumberland Street and Yorkville Avenue,Anytime,Cumberl, Street ,43.670322,-79.390953,43.6702877741203,-79.39093851982014,43.6702877741203,-79.39093851982014,dpz83mv
47,Bellevue Avenue,West,College Street and a point 35.7 metres south,Anytime,College Street , a point 35.7 metres south,43.657092000000006,-79.4044665,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
48,Belsize Drive,North,Cleveland Street and Cheston Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",Clevel, Street ,43.70437800000001,-79.378362,43.70331219289136,-79.38359810243983,43.70331219289136,-79.38359810243983,dpz89ef
49,Belsize Drive,South,A point 236.2 metres east of Yonge Street and a point 51.8 metres further east,"8:30 a.m. to 6:00 p.m., Mon. to Fri.",A point 236.2 metres east of Yonge Street , a point 51.8 metres further east,43.70028300000001,-79.397001,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
50,Berkeley Street,West,The Esplanade and a point 35 metres north,Anytime,The Esplanade , a point 35 metres north,43.650081000000014,-79.36349399999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
52,Beverley Street,East,College Street and Queen Street West,Anytime,College Street , Queen Street West,43.65867599999999,-79.396002,43.649666999999994,-79.392141,43.649666999999994,-79.392141,dpz836h
54,Blue Jays Way,West,Front Street West and a point approximately 66 metres north,Anytime,Front Street West , a point approximately 66 metres north,43.64341200000001,-79.391241,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
55,Blythwood Road,North,Yonge Street and St. Hilda's Avenue,Anytime,Yonge Street , St. Hilda's Avenue,43.716635999999994,-79.40046149999999,43.716915,-79.3987605,43.716915,-79.3987605,dpz89nr
56,Blythwood Road,South,Yonge Street and Blythwood Gardens,Anytime,Yonge Street , Blythwood Gardens,43.716635999999994,-79.40046149999999,43.71683399999999,-79.399125,43.71683399999999,-79.399125,dpz89nr
57,Boulton Drive,West and North,Russell Hill Road and Cottingham Road,Anytime,Russell Hill Road , Cottingham Road,43.68087000000001,-79.40304,43.677980999999996,-79.403796,43.677980999999996,-79.403796,dpz83p7
58,Bowood Avenue,South,Yonge Street and a point 15.8 metres east,Anytime,Yonge Street , a point 15.8 metres east,43.72856999999999,-79.403112,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
59,Brant Street,Both,King Street West and Adelaide Street West,9:00 p.m. of one day to 6:00 a.m. of the next following day,King Street West , Adelaide Street West,43.64496,-79.39761299999999,43.64622,-79.3981305,43.64622,-79.3981305,dpz8338
60,Bremner Boulevard,North,A point 164 metres east of Rees Street and a point 10 metres further east,Anytime,A point 164 metres east of Rees Street , a point 10 metres further east,43.640837999999995,-79.3876365,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
61,Bremner Boulevard,North,A point 80 metres east of Rees Street and a point 50 metres further east,Anytime,A point 80 metres east of Rees Street , a point 50 metres further east,43.640837999999995,-79.3876365,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
62,Bremner Boulevard,North,Rees Street and a point 46 metres east,Anytime,Rees Street , a point 46 metres east,43.64082900000001,-79.387632,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
64,Brock Avenue,Both,Queen Street West and a point 30 metres north,Anytime,Queen Street West , a point 30 metres north,43.64147700000001,-79.432371,43.66117822216536,-79.43946173674412,43.66117822216536,-79.43946173674412,dpz82k3
66,Brownlow Avenue,East,Eglinton Avenue East and a point 16.6 metres south,Anytime,Eglinton Avenue East , a point 16.6 metres south,43.708130999999995,-79.391502,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
67,Brunswick Avenue,East,A point 38.1 metres north of College Street and a point 161.5 metres further north,Anytime,A point 38.1 metres north of College Street , a point 161.5 metres further north,43.65716400000001,-79.40405249999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
68,Caledonia Park Road,East,Davenport Road and St. Clair Avenue West,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Davenport Road , St. Clair Avenue West,43.671096000000006,-79.4511,43.675281,-79.454736,43.675281,-79.454736,dpz2ryy
69,Caledonia Park Road,West,Davenport Road and St. Clair Avenue West,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Davenport Road , St. Clair Avenue West,43.671096000000006,-79.4511,43.675281,-79.454736,43.675281,-79.454736,dpz2ryy
70,Callender Street,Both,Queen Street West and a point 15 metres north,Anytime,Queen Street West , a point 15 metres north,43.639488,-79.4422125,43.640434034859204,-79.44256336370607,43.640434034859204,-79.44256336370607,dpz820r
71,Cambridge Avenue,East,Danforth Avenue and a point 30.5 metres north,Anytime,Danforth Avenue , a point 30.5 metres north,43.681051672828225,-79.33434182393657,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
72,Cambridge Avenue,West,Danforth Avenue and Chester Hill Road,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Danforth Avenue , Chester Hill Road,43.681051672828225,-79.33434182393657,43.68124800000002,-79.35889499999999,43.68124800000002,-79.35889499999999,dpz86pu
74,Carlton Street,North,Church Street and Jarvis Street,"7:30 a.m. to 9:30 a.m., Mon. to Fri., except public holidays",Church Street , Jarvis Street,43.661844000000016,-79.379325,43.66242,-79.3767015,43.66242,-79.3767015,dpz83sx
75,Carlton Street,North,Jarvis Street and Parliament Street,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Jarvis Street , Parliament Street,43.66242,-79.3767015,43.664454000000006,-79.36805249999999,43.664454000000006,-79.36805249999999,dpz83uv
80,Carstowe Road,Both,Mount Pleasant Road and Maclennan Avenue,6:00 p.m. of one day to 8:00 a.m. of the next following day,Mount Pleasant Road , Maclennan Avenue,43.684776,-79.3838025,43.686251999999996,-79.378434,43.686251999999996,-79.378434,dpz898y
81,Chaplin Crescent,Both,Yonge Street and Duplex Avenue,Anytime,Yonge Street , Duplex Avenue,43.698276,-79.396614,43.69797,-79.398072,43.69797,-79.398072,dpz896b
82,Chaplin Crescent,South and west,A point 260.5 metres north of Eglinton Avenue West and a point 69 metres further west,Anytime,A point 260.5 metres north of Eglinton Avenue West , a point 69 metres further west,43.702676999999994,-79.41767399999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
84,Charles Street West,South,Bay Street and St. Thomas Street,Anytime,Bay Street , St. Thomas Street,43.66818900000001,-79.3888515,43.667891999999995,-79.390404,43.667891999999995,-79.390404,dpz83mm
85,Charlotte Street,Both,Adelaide Street West and King Street West,Anytime,Adelaide Street West , King Street West,43.647048000000005,-79.394103,43.645752000000016,-79.393608,43.645752000000016,-79.393608,dpz8337
86,Cheritan Avenue,Both,The westerly limit of the traffic circle at Rosewell Avenue and a point 25 metres east of the easterly limit of the traffic circle at Rosewell Avenue,Anytime,The westerly limit of the traffic circle at Rosewell Avenue , a point 25 metres east of the easterly limit of the traffic circle at Rosewell Avenue,43.72043150122177,-79.41127738607209,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
92,Christie Street,East,A point 6.4 metres north of the north curb line of Garnet Avenue and Follis Avenue,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 6.4 metres north of the north curb line of Garnet Avenue , Follis Avenue,43.66923299999999,-79.420644,43.66809900000001,-79.420194,43.66809900000001,-79.420194,dpz82tx
93,Christie Street (East Roadway),East,Bloor Street West and a point 29 metres north,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Bloor Street West , a point 29 metres north,43.663554,-79.418412,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
94,Christie Street,West,Dupont Street and a point 23 metres south,Anytime,Dupont Street , a point 23 metres south,43.67161799999999,-79.421562,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
95,Christie Street,West,Essex Street and Barton Avenue,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Essex Street , Barton Avenue,43.668324,-79.420284,43.66654200000001,-79.41962699999999,43.66654200000001,-79.41962699999999,dpz82v2
96,Christie Street,West,A point 74.5 metres north of Bloor Street West and a point 53 metres further north,Anytime,A point 74.5 metres north of Bloor Street West , a point 53 metres further north,43.663554,-79.418412,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
97,Christie Street,West,A point 23 metres south of Dupont Street and Garnet Avenue,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 23 metres south of Dupont Street , Garnet Avenue,43.67161799999999,-79.421562,43.669233000000006,-79.420644,43.669233000000006,-79.420644,dpz82tx
98,Christie Street (East Roadway),West,Bloor Street West and a point 70 metres north,Anytime,Bloor Street West , a point 70 metres north,43.663554,-79.418412,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
99,Church Street (TO),North,Yonge Street and Bloor Street East,"3:30 p.m. to 6:30 p.m., Mon. to Fri., except public holidays",Yonge Street , Bloor Street East,43.672869,-79.38785700000001,43.671042,-79.383132,43.671042,-79.383132,dpz83w4
102,Church Street (TO),West,Wellington Street East and Adelaide Street East,"3:30 p.m. to 6:30 p.m., Mon. to Fri., except public holidays",Wellington Street East , Adelaide Street East,43.64863199999999,-79.373853,43.65117900000001,-79.374924,43.65117900000001,-79.374924,dpz83f2
104,Clarence Square,North,Spadina Avenue and Wellington Street West,"3:30 p.m. to 6:30 p.m., Mon. to Fri.",Spadina Avenue , Wellington Street West,43.644420000000004,-79.39448999999999,43.64442,-79.39314,43.64442,-79.39314,dpz8335
105,Clendenan Avenue,East,Annette Street and Jennings Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",Annette Street , Jennings Avenue,43.66221300000001,-79.47223199999999,43.661249999999995,-79.47182699999999,43.661249999999995,-79.47182699999999,dpz2rs6
106,Cleveland Street,Both,Balliol Street and a point 20 metres south,Anytime,Balliol Street , a point 20 metres south,43.701228000000015,-79.377624,43.70521938672172,-79.37866402074678,43.70521938672172,-79.37866402074678,dpz89sq
107,Cleveland Street,Both,Balliol Street and a point 17 metres north,Anytime,Balliol Street , a point 17 metres north,43.701228000000015,-79.377624,43.70521938672172,-79.37866402074678,43.70521938672172,-79.37866402074678,dpz89sq
108,Cleveland Street,East,Belsize Drive and a point 39 metres north,Anytime,Belsize Drive , a point 39 metres north,43.70437800000001,-79.378362,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
109,Clifton Road,East,Inglewood Drive and St. Clair Avenue East,"4:00 p.m. to 6:00 p.m., Mon. to Fri. except public holidays",Inglewood Drive , St. Clair Avenue East,43.688398500000005,-79.38360225,43.690158,-79.3843605,43.690158,-79.3843605,dpz899d
110,Close Avenue,Both,Queen Street West and a point 43 metres south,Anytime,Queen Street West , a point 43 metres south,43.640730000000005,-79.435971,43.63719739646117,-79.43468395939654,43.63719739646117,-79.43468395939654,dpz80rv
111,Colbeck Street,South,Runnymede Road and Kennedy Avenue,"8:30 a.m. to 4:30 p.m., Mon. to Fri.",Runnymede Road , Kennedy Avenue,43.654752,-79.477722,43.654878000000004,-79.476732,43.654878000000004,-79.476732,dpz2r7n
112,Colborne Lodge Drive,East,Lake Shore Boulevard West and The Queensway,Anytime,Lake Shore Boulevard West , The Queensway,43.63772399999999,-79.458912,43.639614,-79.4595645,43.639614,-79.4595645,dpz2rb7
113,Colborne Lodge Drive,West,Lake Shore Boulevard West and The Queensway,Anytime,Lake Shore Boulevard West , The Queensway,43.63772399999999,-79.458912,43.639614,-79.4595645,43.639614,-79.4595645,dpz2rb7
114,College Street (TO),Both,Dundas Street West and Lansdowne Avenue,Anytime,Dundas Street West , Lansdowne Avenue,43.650270000000006,-79.4410425,43.650981000000016,-79.440012,43.650981000000016,-79.440012,dpz8263
115,College Street (TO),Both,Spadina Avenue and Bay Street,Anytime,Spadina Avenue , Bay Street,43.657920000000004,-79.4001555,43.660800000000016,-79.3858365,43.660800000000016,-79.3858365,dpz83s0
116,College Street (TO),North,Bathurst Street and a point 31 metres east of Lippincott Street,Anytime,Bathurst Street , a point 31 metres east of Lippincott Street,43.65648900000001,-79.40774699999999,43.656713999999994,-79.4064915,43.656713999999994,-79.4064915,dpz8353
117,College Street (TO),North,Bathurst Street and a point 31 metres west,Anytime,Bathurst Street , a point 31 metres west,43.65648900000001,-79.40774699999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
119,College Street (TO),North,A point 22 metres west of Borden Street and a point 28.5 metres east of Borden Street,Anytime,A point 22 metres west of Borden Street , a point 28.5 metres east of Borden Street,43.656957000000006,-79.40517299999999,43.656957000000006,-79.40517299999999,43.656957000000006,-79.40517299999999,dpz835d
120,College Street (TO),North,A point 22 metres west of Brunswick Avenue and a point 25.5 metres east of Brunswick Avenue,Anytime,A point 22 metres west of Brunswick Avenue , a point 25.5 metres east of Brunswick Avenue,43.65716400000001,-79.40405249999999,43.65716400000001,-79.40405249999999,43.65716400000001,-79.40405249999999,dpz835e
121,College Street (TO),North,A point 7 metres west of Croft Street and a point 13 metres east of Croft Street,Anytime,A point 7 metres west of Croft Street , a point 13 metres east of Croft Street,43.65684000000002,-79.40580299999999,43.65684000000002,-79.40580299999999,43.65684000000002,-79.40580299999999,dpz8356
122,College Street (TO),North,A point 19.9 metres west of Euclid Avenue and a point 31.2 metres east of Euclid Avenue,Anytime,A point 19.9 metres west of Euclid Avenue , a point 31.2 metres east of Euclid Avenue,43.655697,-79.41139199999999,43.655697,-79.41139199999999,43.655697,-79.41139199999999,dpz82gq
123,College Street (TO),North,Grace Street and a point 30.5 metres east,Anytime,Grace Street , a point 30.5 metres east,43.654940999999994,-79.4155905,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
124,College Street (TO),North,A point 48 metres west of Major Street and a point 38 metres east of Major Street,Anytime,A point 48 metres west of Major Street , a point 38 metres east of Major Street,43.657461,-79.4028105,43.657461,-79.4028105,43.657461,-79.4028105,dpz835s
125,College Street (TO),North,Manning Avenue and a point 8.9 metres east,Anytime,Manning Avenue , a point 8.9 metres east,43.655463,-79.41260249999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
126,College Street (TO),North,A point 10.2 metres west of Markham Street and a point 6.3 metres east of Markham Street,Anytime,A point 10.2 metres west of Markham Street , a point 6.3 metres east of Markham Street,43.65623699999999,-79.4089935,43.65623699999999,-79.4089935,43.65623699999999,-79.4089935,dpz8352
127,College Street (TO),North,A point 13.2 metres west of Palmerston Boulevard and a point 11.9 metres east of Palmerston Boulevard,Anytime,A point 13.2 metres west of Palmerston Boulevard , a point 11.9 metres east of Palmerston Boulevard,43.65594900000001,-79.410123,43.65594900000001,-79.410123,43.65594900000001,-79.410123,dpz82gr
128,College Street (TO),North,A point 20.5 metres west of Robert Street and a point 15 metres east of Robert Street,Anytime,A point 20.5 metres west of Robert Street , a point 15 metres east of Robert Street,43.657677,-79.40185199999999,43.657677,-79.40185199999999,43.657677,-79.40185199999999,dpz835t
129,College Street (TO),North,A point 53 metres east of Robert Street and a point 38 metres further east,Anytime,A point 53 metres east of Robert Street , a point 38 metres further east,43.657677,-79.40185199999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
130,College Street (TO),North,Spadina Avenue and a point 14.5 metres west,Anytime,Spadina Avenue , a point 14.5 metres west,43.657920000000004,-79.4001555,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
131,College Street (TO),South,A point 15.5 metres west of Augusta Avenue and a point 22 metres east of Augusta Avenue,Anytime,A point 15.5 metres west of Augusta Avenue , a point 22 metres east of Augusta Avenue,43.657379999999996,-79.40322,43.657379999999996,-79.40322,43.657379999999996,-79.40322,dpz835s
132,College Street (TO),South,A point 32 metres east of Augusta Avenue and a point 19 metres further east,Anytime,A point 32 metres east of Augusta Avenue , a point 19 metres further east,43.657379999999996,-79.40322,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
133,College Street (TO),South,A point 61 metres east of Augusta Avenue and a point 16 metres further east,Anytime,A point 61 metres east of Augusta Avenue , a point 16 metres further east,43.657379999999996,-79.40322,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
134,College Street (TO),South,A point 93 metres east of Augusta Avenue and Spadina Avenue,Anytime,A point 93 metres east of Augusta Avenue , Spadina Avenue,43.657379999999996,-79.40322,43.657920000000004,-79.4001555,43.657920000000004,-79.4001555,dpz835w
135,College Street (TO),South,Bathurst Street and a point 35.5 metres east,Anytime,Bathurst Street , a point 35.5 metres east,43.65648900000001,-79.40774699999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
136,College Street (TO),South,Bathurst Street and a point 58.9 metres west,Anytime,Bathurst Street , a point 58.9 metres west,43.65648900000001,-79.40774699999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
137,College Street (TO),South,Bay Street and Yonge Street,"7:30 a.m. to 9:30 a.m., Mon. to Fri., except public holidays",Bay Street , Yonge Street,43.660800000000016,-79.3858365,43.66135799999999,-79.38311399999999,43.66135799999999,-79.38311399999999,dpz83s6
